ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
1726,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Intermediária,Exercícios práticos,Confortável,"Ótima palestra, aprendi muito!"
1727,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Objetiva,Documentação,Sem acústica,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1728,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Com muitos exemplos,Documentação,Com muitas cadeiras,"A palestra foi boa, mas faltaram mais práticas interativas."
1729,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Intermediária,Vídeos,Sem acústica,Fiquei um pouco perdido na parte de modelagem de dados.
1730,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Objetiva,Documentação,Sem acústica,O evento poderia ser mais longo para abordar mais tópicos.
1731,2025-03-15,Conhecimento básico,2,Criação de dashboards,Confusa,Vídeos,Sem acústica,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1732,2025-03-15,Conhecimento básico,5,DAX e Power Query,Clara,Exercícios práticos,Pouco ventilado,"Material de apoio muito bom, gostei dos vídeos."
1733,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Intermediária,Apostila,Com muitas cadeiras,"Espaço muito confortável, mas a acústica precisa melhorar."
1734,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Intermediária,Exercícios práticos,Sem acústica,Achei o tempo de palestra bem adequado.
1735,2025-03-15,Nenhum conhecimento,4,Criação de dashboards,Com muitos exemplos,Apostila,Confortável,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1736,2025-03-15,Nenhum conhecimento,1,Análise de dados avançada,Clara,Exercícios práticos,Com muitas cadeiras,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1737,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Objetiva,Apostila,Sem acústica,"O evento foi bom, mas o local não tinha boa acústica."
1738,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Confusa,Vídeos,Confortável,"Material de apoio muito bom, gostei dos vídeos."
1739,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Objetiva,Documentação,Muito amplo,"A didática foi ótima, consegui entender tudo que foi falado."
1740,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Confusa,Vídeos,Com muitas cadeiras,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1741,2025-03-15,Conhecimento avançado,5,Conectando fontes de dados,Clara,Apostila,Com muitas cadeiras,Não consegui acompanhar toda a parte sobre DAX.
1742,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Confusa,Documentação,Com muitas cadeiras,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1743,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Objetiva,Vídeos,Sem acústica,O espaço estava bem organizado e confortável.
1744,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Vídeos,Sem acústica,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1745,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Objetiva,Exercícios práticos,Muito amplo,"O evento foi ótimo, mas o local poderia ter mais espaço."
1746,2025-03-15,Conhecimento básico,4,Modelagem de dados,Objetiva,Apostila,Confortável,Eu adoraria ver um módulo mais avançado sobre DAX.
1747,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Clara,Documentação,Confortável,Poderiam ter dado mais tempo para perguntas no final.
1748,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Confusa,Apostila,Muito amplo,Faltou mais tempo de prática para fixar o conteúdo.
1749,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Confusa,Apostila,Pouco ventilado,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1750,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Confusa,Exercícios práticos,Com muitas cadeiras,"Espaço muito confortável, mas a acústica precisa melhorar."
1751,2025-03-15,Conhecimento básico,1,Criação de dashboards,Com muitos exemplos,Apostila,Com muitas cadeiras,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1752,2025-03-15,Conhecimento básico,2,DAX e Power Query,Confusa,Documentação,Sem acústica,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1753,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Com muitos exemplos,Apostila,Com muitas cadeiras,"Professor excelente, mas o conteúdo foi muito básico."
1754,2025-03-15,Conhecimento avançado,1,Conectando fontes de dados,Com muitos exemplos,Slides,Confortável,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
1755,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Clara,Documentação,Sem acústica,"O espaço era confortável, mas o local estava muito quente."
1756,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Objetiva,Vídeos,Muito amplo,Gostei muito dos exemplos práticos apresentados.
1757,2025-03-15,Conhecimento avançado,4,Introdução ao Power BI,Com muitos exemplos,Documentação,Pouco ventilado,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1758,2025-03-15,Nenhum conhecimento,4,Modelagem de dados,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,Poderiam ter dado mais tempo para perguntas no final.
1759,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Confusa,Documentação,Sem acústica,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1760,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Confusa,Apostila,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1761,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Com muitos exemplos,Vídeos,Pouco ventilado,"O professor foi ótimo, mas o espaço não ajudou muito."
1762,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Documentação,Muito amplo,"A organização do evento foi muito boa, tudo correu sem problemas."
1763,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Intermediária,Documentação,Pouco ventilado,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1764,2025-03-15,Conhecimento básico,2,DAX e Power Query,Com muitos exemplos,Apostila,Confortável,"Muito bom, aprendi conceitos novos que eu não sabia."
1765,2025-03-15,Conhecimento básico,2,Modelagem de dados,Com muitos exemplos,Apostila,Muito amplo,Faltou mais tempo de prática para fixar o conteúdo.
1766,2025-03-15,Conhecimento básico,5,Modelagem de dados,Intermediária,Exercícios práticos,Pouco ventilado,Achei o tempo de palestra bem adequado.
1767,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Intermediária,Documentação,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1768,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Intermediária,Vídeos,Muito amplo,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1769,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Confusa,Documentação,Confortável,"A palestra superou minhas expectativas, principalmente sobre DAX."
1770,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Confusa,Apostila,Com muitas cadeiras,"Professor excelente, mas o conteúdo foi muito básico."
1771,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Clara,Slides,Muito amplo,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1772,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Objetiva,Documentação,Muito amplo,Faltou mais tempo de prática para fixar o conteúdo.
1773,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Intermediária,Documentação,Confortável,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1774,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Com muitos exemplos,Exercícios práticos,Muito amplo,As explicações sobre visualizações de dados foram muito boas.
1775,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Confusa,Documentação,Confortável,Tive dificuldade para entender algumas partes sobre Power Query.
1776,2025-03-15,Conhecimento avançado,2,Introdução ao Power BI,Intermediária,Exercícios práticos,Muito amplo,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1777,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Intermediária,Slides,Confortável,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
1778,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Com muitos exemplos,Slides,Confortável,A parte de visualização de dados foi bem interessante.
1779,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Objetiva,Vídeos,Muito amplo,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1780,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Objetiva,Documentação,Pouco ventilado,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1781,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Intermediária,Slides,Com muitas cadeiras,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1782,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Com muitos exemplos,Slides,Confortável,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1783,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Confusa,Documentação,Pouco ventilado,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1784,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Intermediária,Exercícios práticos,Muito amplo,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1785,2025-03-15,Nenhum conhecimento,3,Introdução ao Power BI,Clara,Vídeos,Sem acústica,"O professor foi muito didático, mas o local do evento não ajudou."
1786,2025-03-15,Conhecimento avançado,4,DAX e Power Query,Objetiva,Apostila,Com muitas cadeiras,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1787,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Objetiva,Documentação,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1788,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Com muitos exemplos,Vídeos,Muito amplo,O evento poderia ser mais longo para abordar mais tópicos.
1789,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Clara,Vídeos,Confortável,Faltou mais tempo de prática para fixar o conteúdo.
1790,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Com muitos exemplos,Vídeos,Com muitas cadeiras,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1791,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Intermediária,Apostila,Pouco ventilado,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1792,2025-03-15,Conhecimento básico,1,Criação de dashboards,Intermediária,Exercícios práticos,Pouco ventilado,"Conteúdo bom, mas poderia ser mais aprofundado."
1793,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Clara,Exercícios práticos,Muito amplo,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1794,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Confusa,Exercícios práticos,Com muitas cadeiras,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1795,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Objetiva,Vídeos,Pouco ventilado,As explicações sobre visualizações de dados foram muito boas.
1796,2025-03-15,Conhecimento básico,1,Criação de dashboards,Confusa,Vídeos,Sem acústica,Tive dificuldade para entender algumas partes sobre Power Query.
1797,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Intermediária,Vídeos,Muito amplo,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1798,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Objetiva,Slides,Confortável,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
1799,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Confusa,Vídeos,Muito amplo,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1800,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Confusa,Apostila,Com muitas cadeiras,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1801,2025-03-15,Nenhum conhecimento,3,Análise de dados avançada,Objetiva,Vídeos,Confortável,Poderiam ter dado mais tempo para perguntas no final.
1802,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Objetiva,Documentação,Muito amplo,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1803,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Confusa,Apostila,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1804,2025-03-15,Conhecimento básico,2,Criação de dashboards,Com muitos exemplos,Slides,Pouco ventilado,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
1805,2025-03-15,Nenhum conhecimento,2,Conectando fontes de dados,Com muitos exemplos,Exercícios práticos,Com muitas cadeiras,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1806,2025-03-15,Nenhum conhecimento,1,Introdução ao Power BI,Com muitos exemplos,Vídeos,Com muitas cadeiras,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1807,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Clara,Exercícios práticos,Pouco ventilado,Faltou mais tempo para perguntas e interação com o público.
1808,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Com muitos exemplos,Slides,Muito amplo,"O evento foi bom, mas o local não tinha boa acústica."
1809,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Clara,Exercícios práticos,Muito amplo,Muito bom! Poderiam ter abordado mais sobre DAX.
1810,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Confusa,Exercícios práticos,Muito amplo,"Ótima palestra, aprendi muito!"
1811,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Com muitos exemplos,Vídeos,Muito amplo,Faltou mais exemplos práticos no material.
1812,2025-03-15,Conhecimento avançado,3,DAX e Power Query,Confusa,Apostila,Com muitas cadeiras,"A interação durante a palestra foi boa, mas faltou mais práticas."
1813,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Com muitos exemplos,Exercícios práticos,Sem acústica,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
1814,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Apostila,Com muitas cadeiras,A parte de visualização de dados foi bem interessante.
1815,2025-03-15,Conhecimento básico,2,DAX e Power Query,Intermediária,Documentação,Pouco ventilado,Achei que o conteúdo poderia ser mais aprofundado.
1816,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Com muitos exemplos,Apostila,Confortável,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1817,2025-03-15,Conhecimento básico,1,Criação de dashboards,Intermediária,Exercícios práticos,Pouco ventilado,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1818,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Intermediária,Apostila,Pouco ventilado,Achei o tempo de palestra bem adequado.
1819,2025-03-15,Nenhum conhecimento,3,Análise de dados avançada,Intermediária,Exercícios práticos,Pouco ventilado,"O evento atendeu às minhas expectativas, mas o conteúdo poderia ser mais detalhado."
1820,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Com muitos exemplos,Vídeos,Com muitas cadeiras,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1821,2025-03-15,Conhecimento básico,5,Criação de dashboards,Clara,Documentação,Confortável,"O evento foi bom, mas o local não ajudou muito na acústica."
1822,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Objetiva,Vídeos,Com muitas cadeiras,"O evento foi bom, mas o local não ajudou muito na acústica."
1823,2025-03-15,Conhecimento avançado,5,Introdução ao Power BI,Intermediária,Slides,Pouco ventilado,"Professor excelente, mas o conteúdo foi muito básico."
1824,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Confusa,Apostila,Sem acústica,"O evento foi bom, mas o local não ajudou muito na acústica."
1825,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Com muitos exemplos,Apostila,Pouco ventilado,Tive dificuldade para entender algumas partes sobre Power Query.
1826,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Objetiva,Vídeos,Com muitas cadeiras,"Muito bom, aprendi conceitos novos que eu não sabia."
1827,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Clara,Apostila,Muito amplo,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1828,2025-03-15,Conhecimento básico,4,DAX e Power Query,Objetiva,Exercícios práticos,Pouco ventilado,"O professor foi ótimo, mas o espaço não ajudou muito."
1829,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Clara,Vídeos,Sem acústica,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1830,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Clara,Exercícios práticos,Com muitas cadeiras,"A interação durante a palestra foi boa, mas faltou mais práticas."
1831,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Confusa,Documentação,Confortável,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1832,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Apostila,Pouco ventilado,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1833,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Clara,Apostila,Confortável,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1834,2025-03-15,Conhecimento básico,3,Modelagem de dados,Confusa,Vídeos,Sem acústica,"O espaço era confortável, mas o local estava muito quente."
1835,2025-03-15,Conhecimento básico,2,DAX e Power Query,Confusa,Exercícios práticos,Pouco ventilado,"Achei o ritmo do evento bom, mas o conteúdo poderia ser mais avançado."
1836,2025-03-15,Conhecimento básico,2,Conectando fontes de dados,Clara,Documentação,Confortável,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1837,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Objetiva,Slides,Sem acústica,Achei que o evento foi muito bem organizado.
1838,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Intermediária,Exercícios práticos,Sem acústica,"Excelente didática, fácil de entender."
1839,2025-03-15,Conhecimento avançado,5,DAX e Power Query,Clara,Apostila,Pouco ventilado,Muito bom! Poderiam ter abordado mais sobre DAX.
1840,2025-03-15,Conhecimento básico,4,Introdução ao Power BI,Confusa,Exercícios práticos,Sem acústica,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1841,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Confusa,Vídeos,Confortável,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1842,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Objetiva,Vídeos,Pouco ventilado,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1843,2025-03-15,Nenhum conhecimento,4,Análise de dados avançada,Com muitos exemplos,Vídeos,Com muitas cadeiras,Faltou mais exemplos práticos no material.
1844,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Objetiva,Exercícios práticos,Muito amplo,Achei o tempo de palestra bem adequado.
1845,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Confusa,Exercícios práticos,Muito amplo,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1846,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Confusa,Vídeos,Com muitas cadeiras,"O espaço era confortável, mas o local estava muito quente."
1847,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Intermediária,Exercícios práticos,Pouco ventilado,Achei o tempo de palestra bem adequado.
1848,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Clara,Vídeos,Pouco ventilado,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1849,2025-03-15,Nenhum conhecimento,3,Introdução ao Power BI,Confusa,Vídeos,Confortável,"O professor foi ótimo, mas o espaço não ajudou muito."
1850,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Objetiva,Apostila,Pouco ventilado,"O evento foi bom, mas o local não ajudou muito na acústica."
1851,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Com muitos exemplos,Exercícios práticos,Sem acústica,Poderiam ter dado mais tempo para perguntas no final.
1852,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Com muitos exemplos,Exercícios práticos,Sem acústica,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1853,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Clara,Documentação,Com muitas cadeiras,Fiquei um pouco perdido na parte de modelagem de dados.
1854,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Intermediária,Documentação,Confortável,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1855,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Intermediária,Exercícios práticos,Muito amplo,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1856,2025-03-15,Conhecimento básico,2,DAX e Power Query,Objetiva,Slides,Muito amplo,"Espaço muito confortável, mas a acústica precisa melhorar."
1857,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Objetiva,Exercícios práticos,Pouco ventilado,"Espaço muito confortável, mas a acústica precisa melhorar."
1858,2025-03-15,Conhecimento avançado,4,Análise de dados avançada,Confusa,Documentação,Confortável,Eu gostaria de mais explicações sobre Power Query.
1859,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Intermediária,Exercícios práticos,Pouco ventilado,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1860,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Com muitos exemplos,Slides,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1861,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Intermediária,Apostila,Pouco ventilado,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1862,2025-03-15,Conhecimento avançado,5,Análise de dados avançada,Confusa,Slides,Confortável,"O evento foi bom, mas o local não ajudou muito na acústica."
1863,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Confusa,Documentação,Sem acústica,Eu gostaria de mais explicações sobre Power Query.
1864,2025-03-15,Conhecimento avançado,3,Conectando fontes de dados,Objetiva,Exercícios práticos,Pouco ventilado,Eu gostaria de mais explicações sobre Power Query.
1865,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Com muitos exemplos,Documentação,Pouco ventilado,Acho que poderia ter tido mais interação durante as explicações.
1866,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Intermediária,Slides,Muito amplo,Faltou mais tempo para perguntas e interação com o público.
1867,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Intermediária,Documentação,Muito amplo,"Muito bom, aprendi conceitos novos que eu não sabia."
1868,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Confusa,Documentação,Com muitas cadeiras,Gostei muito dos exemplos práticos apresentados.
1869,2025-03-15,Conhecimento básico,3,Criação de dashboards,Intermediária,Exercícios práticos,Confortável,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1870,2025-03-15,Nenhum conhecimento,1,Conectando fontes de dados,Confusa,Exercícios práticos,Confortável,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1871,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Confusa,Apostila,Muito amplo,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1872,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Clara,Exercícios práticos,Muito amplo,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1873,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Com muitos exemplos,Documentação,Muito amplo,"Achei a palestra boa, mas o local estava com pouca ventilação."
1874,2025-03-15,Conhecimento básico,1,Introdução ao Power BI,Clara,Documentação,Sem acústica,Achei que o conteúdo poderia ser mais aprofundado.
1875,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Intermediária,Documentação,Sem acústica,"A palestra superou minhas expectativas, principalmente sobre DAX."
1876,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Com muitos exemplos,Exercícios práticos,Confortável,"O espaço era confortável, mas o local estava muito quente."
1877,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Intermediária,Apostila,Com muitas cadeiras,"Professor excelente, mas o conteúdo foi muito básico."
1878,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Clara,Slides,Muito amplo,Achei que a parte de modelagem de dados poderia ser mais prática.
1879,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Clara,Exercícios práticos,Sem acústica,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1880,2025-03-15,Conhecimento avançado,3,Análise de dados avançada,Objetiva,Documentação,Muito amplo,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1881,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1882,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Intermediária,Documentação,Com muitas cadeiras,"Gostei dos exemplos, mas acho que poderiam ser mais realistas."
1883,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Objetiva,Apostila,Muito amplo,Poderiam ter dado mais exemplos sobre modelagem de dados.
1884,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Intermediária,Vídeos,Pouco ventilado,Faltou mais tempo para perguntas e interação com o público.
1885,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Com muitos exemplos,Slides,Confortável,Muito bom! Poderiam ter abordado mais sobre DAX.
1886,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Confusa,Apostila,Confortável,"Material de apoio muito bom, gostei dos vídeos."
1887,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Confusa,Vídeos,Confortável,"O conteúdo sobre Power Query foi bom, mas poderia ter mais exemplos."
1888,2025-03-15,Nenhum conhecimento,3,Criação de dashboards,Com muitos exemplos,Exercícios práticos,Muito amplo,"O conteúdo sobre DAX foi excelente, muito bem explicado."
1889,2025-03-15,Conhecimento básico,3,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"A palestra foi boa, mas faltaram mais práticas interativas."
1890,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Objetiva,Vídeos,Com muitas cadeiras,"A didática foi ótima, consegui entender tudo que foi falado."
1891,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Objetiva,Documentação,Com muitas cadeiras,Eu gostaria de mais explicações sobre Power Query.
1892,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Com muitos exemplos,Vídeos,Com muitas cadeiras,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1893,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Confusa,Apostila,Pouco ventilado,Não consegui acompanhar toda a parte sobre DAX.
1894,2025-03-15,Conhecimento básico,2,Análise de dados avançada,Intermediária,Apostila,Pouco ventilado,"O espaço era confortável, mas o local estava muito quente."
1895,2025-03-15,Conhecimento básico,3,Criação de dashboards,Intermediária,Documentação,Muito amplo,"Excelente didática, fácil de entender."
1896,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Intermediária,Exercícios práticos,Com muitas cadeiras,Faltou mais tempo de prática para fixar o conteúdo.
1897,2025-03-15,Conhecimento básico,1,Criação de dashboards,Clara,Exercícios práticos,Sem acústica,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1898,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Objetiva,Vídeos,Com muitas cadeiras,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1899,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Com muitos exemplos,Slides,Sem acústica,"Ótima palestra, aprendi muito!"
1900,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Intermediária,Apostila,Sem acústica,As explicações sobre visualizações de dados foram muito boas.
